id,type,dateTime,value
621e30e267b776a240e5bf90,moderately_active_minutes,01/03/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/06/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/09/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/12/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/15/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/18/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/21/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/15/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/21/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/24/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/27/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/30/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/02/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/05/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/08/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/11/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/14/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/26/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/05/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/08/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/11/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/14/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/17/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/20/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/23/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/26/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/29/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/01/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/04/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/07/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/19/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/07/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/18/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/28/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/06/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/15/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/24/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/03/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/12/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/21/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/30/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/08/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/17/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/19/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/01/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/13/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/25/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/07/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/19/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/31/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/09/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/17/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/17/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/29/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/13/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/10/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/22/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/31/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/09/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/18/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/27/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/06/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/15/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/24/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/02/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/11/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/20/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/14/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/29/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/10/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/22/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/04/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/16/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/28/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/16/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/23/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/10/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/22/22 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/08/21 00:00:00,78
621e30e267b776a240e5bf90,moderately_active_minutes,10/23/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/04/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/16/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/28/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/10/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/22/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/12/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,10/20/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,11/20/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,12/02/21 00:00:00,0
621e30e267b776a240e5bf90,moderately_active_minutes,01/16/22 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,05/30/21 00:00:00,4
621e30e467b776a240e817c7,moderately_active_minutes,06/15/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/01/21 00:00:00,17
621e30e467b776a240e817c7,moderately_active_minutes,07/17/21 00:00:00,41
621e30e467b776a240e817c7,moderately_active_minutes,08/02/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/07/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/23/21 00:00:00,18
621e30e467b776a240e817c7,moderately_active_minutes,07/09/21 00:00:00,10
621e30e467b776a240e817c7,moderately_active_minutes,07/25/21 00:00:00,9
621e30e467b776a240e817c7,moderately_active_minutes,06/03/21 00:00:00,3
621e30e467b776a240e817c7,moderately_active_minutes,06/19/21 00:00:00,7
621e30e467b776a240e817c7,moderately_active_minutes,07/05/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/21/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,05/27/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/04/21 00:00:00,15
621e30e467b776a240e817c7,moderately_active_minutes,06/12/21 00:00:00,101
621e30e467b776a240e817c7,moderately_active_minutes,06/20/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/28/21 00:00:00,6
621e30e467b776a240e817c7,moderately_active_minutes,07/06/21 00:00:00,10
621e30e467b776a240e817c7,moderately_active_minutes,07/14/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/22/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/30/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,05/26/21 00:00:00,15
621e30e467b776a240e817c7,moderately_active_minutes,06/11/21 00:00:00,19
621e30e467b776a240e817c7,moderately_active_minutes,06/27/21 00:00:00,16
621e30e467b776a240e817c7,moderately_active_minutes,07/13/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/29/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,05/31/21 00:00:00,3
621e30e467b776a240e817c7,moderately_active_minutes,06/08/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/16/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/24/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/02/21 00:00:00,12
621e30e467b776a240e817c7,moderately_active_minutes,07/10/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/18/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/26/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,08/03/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,05/28/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/13/21 00:00:00,54
621e30e467b776a240e817c7,moderately_active_minutes,06/29/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/15/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/31/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,05/25/21 00:00:00,3
621e30e467b776a240e817c7,moderately_active_minutes,05/29/21 00:00:00,39
621e30e467b776a240e817c7,moderately_active_minutes,06/02/21 00:00:00,11
621e30e467b776a240e817c7,moderately_active_minutes,06/06/21 00:00:00,25
621e30e467b776a240e817c7,moderately_active_minutes,06/10/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/14/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/18/21 00:00:00,1
621e30e467b776a240e817c7,moderately_active_minutes,06/22/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/26/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/30/21 00:00:00,14
621e30e467b776a240e817c7,moderately_active_minutes,07/04/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/08/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/12/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/16/21 00:00:00,6
621e30e467b776a240e817c7,moderately_active_minutes,07/20/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/24/21 00:00:00,10
621e30e467b776a240e817c7,moderately_active_minutes,07/28/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,08/01/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,08/05/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/05/21 00:00:00,5
621e30e467b776a240e817c7,moderately_active_minutes,06/21/21 00:00:00,11
621e30e467b776a240e817c7,moderately_active_minutes,07/07/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/23/21 00:00:00,39
621e30e467b776a240e817c7,moderately_active_minutes,05/24/21 00:00:00,15
621e30e467b776a240e817c7,moderately_active_minutes,06/09/21 00:00:00,7
621e30e467b776a240e817c7,moderately_active_minutes,06/25/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/11/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/27/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/01/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,06/17/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,07/03/21 00:00:00,49
621e30e467b776a240e817c7,moderately_active_minutes,07/19/21 00:00:00,0
621e30e467b776a240e817c7,moderately_active_minutes,08/04/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/04/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/08/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/13/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/17/21 00:00:00,16
621e30f467b776a240f22944,moderately_active_minutes,11/21/21 00:00:00,72
621e30f467b776a240f22944,moderately_active_minutes,11/25/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/07/21 00:00:00,7
621e30f467b776a240f22944,moderately_active_minutes,12/31/21 00:00:00,12
621e30f467b776a240f22944,moderately_active_minutes,01/06/22 00:00:00,4
621e30f467b776a240f22944,moderately_active_minutes,01/14/22 00:00:00,10
621e30f467b776a240f22944,moderately_active_minutes,01/22/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/30/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/04/21 00:00:00,40
621e30f467b776a240f22944,moderately_active_minutes,12/09/21 00:00:00,25
621e30f467b776a240f22944,moderately_active_minutes,12/14/21 00:00:00,64
621e30f467b776a240f22944,moderately_active_minutes,12/20/21 00:00:00,4
621e30f467b776a240f22944,moderately_active_minutes,12/30/21 00:00:00,5
621e30f467b776a240f22944,moderately_active_minutes,01/07/22 00:00:00,11
621e30f467b776a240f22944,moderately_active_minutes,01/15/22 00:00:00,76
621e30f467b776a240f22944,moderately_active_minutes,11/06/21 00:00:00,72
621e30f467b776a240f22944,moderately_active_minutes,11/11/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/15/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/19/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/23/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/27/21 00:00:00,46
621e30f467b776a240f22944,moderately_active_minutes,12/17/21 00:00:00,7
621e30f467b776a240f22944,moderately_active_minutes,12/19/21 00:00:00,32
621e30f467b776a240f22944,moderately_active_minutes,12/21/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/23/21 00:00:00,6
621e30f467b776a240f22944,moderately_active_minutes,12/25/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/02/22 00:00:00,26
621e30f467b776a240f22944,moderately_active_minutes,01/10/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/18/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/01/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/05/21 00:00:00,27
621e30f467b776a240f22944,moderately_active_minutes,12/10/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/15/21 00:00:00,86
621e30f467b776a240f22944,moderately_active_minutes,12/22/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/24/21 00:00:00,19
621e30f467b776a240f22944,moderately_active_minutes,01/01/22 00:00:00,14
621e30f467b776a240f22944,moderately_active_minutes,01/09/22 00:00:00,35
621e30f467b776a240f22944,moderately_active_minutes,01/17/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/05/21 00:00:00,8
621e30f467b776a240f22944,moderately_active_minutes,11/10/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/14/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/18/21 00:00:00,16
621e30f467b776a240f22944,moderately_active_minutes,11/22/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/26/21 00:00:00,4
621e30f467b776a240f22944,moderately_active_minutes,12/27/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/04/22 00:00:00,31
621e30f467b776a240f22944,moderately_active_minutes,01/12/22 00:00:00,57
621e30f467b776a240f22944,moderately_active_minutes,01/20/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/29/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/03/21 00:00:00,6
621e30f467b776a240f22944,moderately_active_minutes,12/08/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/13/21 00:00:00,79
621e30f467b776a240f22944,moderately_active_minutes,12/18/21 00:00:00,40
621e30f467b776a240f22944,moderately_active_minutes,12/26/21 00:00:00,41
621e30f467b776a240f22944,moderately_active_minutes,01/03/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/11/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/19/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/03/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/07/21 00:00:00,25
621e30f467b776a240f22944,moderately_active_minutes,11/12/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/16/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,11/20/21 00:00:00,96
621e30f467b776a240f22944,moderately_active_minutes,11/24/21 00:00:00,11
621e30f467b776a240f22944,moderately_active_minutes,11/28/21 00:00:00,30
621e30f467b776a240f22944,moderately_active_minutes,12/29/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/08/22 00:00:00,48
621e30f467b776a240f22944,moderately_active_minutes,01/16/22 00:00:00,67
621e30f467b776a240f22944,moderately_active_minutes,11/09/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,12/02/21 00:00:00,53
621e30f467b776a240f22944,moderately_active_minutes,12/06/21 00:00:00,15
621e30f467b776a240f22944,moderately_active_minutes,12/11/21 00:00:00,32
621e30f467b776a240f22944,moderately_active_minutes,12/12/21 00:00:00,114
621e30f467b776a240f22944,moderately_active_minutes,12/16/21 00:00:00,33
621e30f467b776a240f22944,moderately_active_minutes,12/28/21 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/05/22 00:00:00,32
621e30f467b776a240f22944,moderately_active_minutes,01/13/22 00:00:00,0
621e30f467b776a240f22944,moderately_active_minutes,01/21/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/07/21 00:00:00,13
621e310d67b776a24003096d,moderately_active_minutes,10/15/21 00:00:00,23
621e310d67b776a24003096d,moderately_active_minutes,10/23/21 00:00:00,10
621e310d67b776a24003096d,moderately_active_minutes,10/31/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/08/21 00:00:00,29
621e310d67b776a24003096d,moderately_active_minutes,11/16/21 00:00:00,29
621e310d67b776a24003096d,moderately_active_minutes,11/24/21 00:00:00,10
621e310d67b776a24003096d,moderately_active_minutes,12/02/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/09/21 00:00:00,15
621e310d67b776a24003096d,moderately_active_minutes,12/17/21 00:00:00,19
621e310d67b776a24003096d,moderately_active_minutes,12/25/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/02/22 00:00:00,6
621e310d67b776a24003096d,moderately_active_minutes,01/10/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/17/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/12/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/20/21 00:00:00,32
621e310d67b776a24003096d,moderately_active_minutes,10/28/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/05/21 00:00:00,25
621e310d67b776a24003096d,moderately_active_minutes,11/13/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/21/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/29/21 00:00:00,122
621e310d67b776a24003096d,moderately_active_minutes,12/08/21 00:00:00,8
621e310d67b776a24003096d,moderately_active_minutes,12/16/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/24/21 00:00:00,12
621e310d67b776a24003096d,moderately_active_minutes,01/01/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/09/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/18/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/05/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/13/21 00:00:00,31
621e310d67b776a24003096d,moderately_active_minutes,10/21/21 00:00:00,6
621e310d67b776a24003096d,moderately_active_minutes,10/29/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/06/21 00:00:00,19
621e310d67b776a24003096d,moderately_active_minutes,11/14/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/22/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/30/21 00:00:00,54
621e310d67b776a24003096d,moderately_active_minutes,12/07/21 00:00:00,15
621e310d67b776a24003096d,moderately_active_minutes,12/15/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/23/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/31/21 00:00:00,57
621e310d67b776a24003096d,moderately_active_minutes,01/08/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/15/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/10/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/18/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/26/21 00:00:00,35
621e310d67b776a24003096d,moderately_active_minutes,11/03/21 00:00:00,18
621e310d67b776a24003096d,moderately_active_minutes,11/11/21 00:00:00,7
621e310d67b776a24003096d,moderately_active_minutes,11/19/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/27/21 00:00:00,37
621e310d67b776a24003096d,moderately_active_minutes,12/06/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/14/21 00:00:00,15
621e310d67b776a24003096d,moderately_active_minutes,12/22/21 00:00:00,13
621e310d67b776a24003096d,moderately_active_minutes,12/30/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/07/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/16/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/11/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/19/21 00:00:00,29
621e310d67b776a24003096d,moderately_active_minutes,10/27/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/04/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/12/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/20/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/28/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/05/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/13/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/21/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/29/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/06/22 00:00:00,12
621e310d67b776a24003096d,moderately_active_minutes,01/13/22 00:00:00,9
621e310d67b776a24003096d,moderately_active_minutes,01/21/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/08/21 00:00:00,18
621e310d67b776a24003096d,moderately_active_minutes,10/16/21 00:00:00,16
621e310d67b776a24003096d,moderately_active_minutes,10/24/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/01/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/09/21 00:00:00,19
621e310d67b776a24003096d,moderately_active_minutes,11/17/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/25/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/04/21 00:00:00,5
621e310d67b776a24003096d,moderately_active_minutes,12/12/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/20/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/28/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/05/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/14/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/22/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/09/21 00:00:00,25
621e310d67b776a24003096d,moderately_active_minutes,10/17/21 00:00:00,7
621e310d67b776a24003096d,moderately_active_minutes,10/25/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/02/21 00:00:00,11
621e310d67b776a24003096d,moderately_active_minutes,11/10/21 00:00:00,17
621e310d67b776a24003096d,moderately_active_minutes,11/18/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/26/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/03/21 00:00:00,42
621e310d67b776a24003096d,moderately_active_minutes,12/11/21 00:00:00,13
621e310d67b776a24003096d,moderately_active_minutes,12/19/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/27/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/04/22 00:00:00,29
621e310d67b776a24003096d,moderately_active_minutes,01/11/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/19/22 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/06/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/14/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,10/22/21 00:00:00,10
621e310d67b776a24003096d,moderately_active_minutes,10/30/21 00:00:00,43
621e310d67b776a24003096d,moderately_active_minutes,11/07/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/15/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,11/23/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/01/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/10/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/18/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,12/26/21 00:00:00,0
621e310d67b776a24003096d,moderately_active_minutes,01/03/22 00:00:00,4
621e310d67b776a24003096d,moderately_active_minutes,01/12/22 00:00:00,22
621e310d67b776a24003096d,moderately_active_minutes,01/20/22 00:00:00,0
621e312a67b776a240164d59,moderately_active_minutes,10/06/21 00:00:00,0
621e312a67b776a240164d59,moderately_active_minutes,10/18/21 00:00:00,0
621e312a67b776a240164d59,moderately_active_minutes,10/12/21 00:00:00,32
621e312a67b776a240164d59,moderately_active_minutes,10/24/21 00:00:00,25
621e312a67b776a240164d59,moderately_active_minutes,10/11/21 00:00:00,4
621e312a67b776a240164d59,moderately_active_minutes,10/20/21 00:00:00,14
621e312a67b776a240164d59,moderately_active_minutes,10/29/21 00:00:00,27
621e312a67b776a240164d59,moderately_active_minutes,11/01/21 00:00:00,100
621e312a67b776a240164d59,moderately_active_minutes,11/10/21 00:00:00,16
621e312a67b776a240164d59,moderately_active_minutes,11/19/21 00:00:00,17
621e312a67b776a240164d59,moderately_active_minutes,11/28/21 00:00:00,51
621e312a67b776a240164d59,moderately_active_minutes,12/09/21 00:00:00,0
621e312a67b776a240164d59,moderately_active_minutes,12/18/21 00:00:00,0
621e312a67b776a240164d59,moderately_active_minutes,12/27/21 00:00:00,0
621e312a67b776a240164d59,moderately_active_minutes,12/30/21 00:00:00,5
621e312a67b776a240164d59,moderately_active_minutes,11/02/21 00:00:00,64
